EMIS Code,SchoolName,Year,Gender,LEVEL,District,Tehsil,UCName,BuildingOwnerShip,TotalLand_Allocated,Year of Estbalishment,Year of Construction,Covered_Area,UnCovered_Area,UnCovered_Area_Premis,Whole Building Needs Reconstruction,No of Class Room Need Reconstruction,No of Other Room Need Reconstruction,No of Class Room Need Repair,No of Other Room Need Repair,HT Office,Science Lab,Staff Room,Library,Hostel Availability,Hostel Capacity,Hostel Rooms,Clerk Room,Play Ground/Area,Play Area,No of Pakka Class Rooms,No. Of Pakka Other Rooms,No. of Kacha Class Rooms,No of Kacha Other Rooms,CCTVCameras,ExaminationHall,Ramp Access at Entrance,Ramp Access in Building,Ramp at Toilet,School Name,School Level,Union Council Name,Desks Two Seater Useable,Desks Two Seater Un-Useable,Desks Two Seater New Required,Desks Three Seater Useable,Desks Three Seater Un-Useable,Desks Three Seater New Required,Desk Benches Useable,Desk Benches Un-Useable,Desk Benches New Required,Student Chairs Useable,Student Chairs Un-Useable,Student Chairs New Required,Tablet Chairs Useable,Tablet Chairs Un-Useable,Tablet Chairs New Required,Jute Tats Useable,Jute Tats Un-Useable,Jute Tats New Required,Fans Useable,Fans Un-Useable,Fans New Required,total_teachers,avg_bps_teachers,qualified_teachers,total_non_teachers,Presentbalance,Fund Recieved from Govt in This Year,is_critical
61143,GGPS UMAR KHITAB ATO KHEL,2024-25,Girls,Primary,MOHMAND,HALIMZAI,HALIMZAI,Govt,20.0,2013.0,2013.0,10.0,10.0,10.0,No,0.0,0.0,0.0,4.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,2,6,0,0,No,No,No,No,No,GGPS UMAR KHITAB ATO KHEL,Primary,HALIMZAI,0,0,0,0,0,0,0,0,0,15,0,0,0,0,30,2,0,5,6,0,6,1.0,12.0,0.0,1.0,0.0,0.0,1
61144,GGPS MUHAMMAD HASSAN,2024-25,Girls,Primary,MOHMAND,SAFI,SAFI,Shelterless,0.0,1990.0,1996.0,0.0,,,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,0,0,0,0,No,No,No,No,No,GGPS MUHAMMAD HASSAN,Primary,SAFI,0,0,20,0,0,20,0,0,20,0,0,0,0,0,0,0,0,5,0,0,0,1.0,15.0,0.0,,0.0,0.0,1
61145,GGPS NOOR SHALI,2024-25,Girls,Primary,MOHMAND,SAFI,SAFI,Govt,40.0,1999.0,1998.0,20.0,20.0,0.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,3,0,0,0,No,No,Yes,Yes,Yes,GGPS NOOR SHALI,Primary,SAFI,0,0,35,0,0,0,0,0,35,0,0,0,5,0,60,0,0,8,10,0,0,1.0,12.0,0.0,2.0,0.0,0.0,1
61146,GGPS GHULAM NABI,2024-25,Girls,Primary,MOHMAND,HALIMZAI,HALIMZAI,Govt,17.0,1998.0,1995.0,5.0,,,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,2,0,0,0,No,No,No,Yes,Yes,GGPS GHULAM NABI,Primary,HALIMZAI,0,0,30,0,0,0,0,0,30,0,0,0,16,0,40,2,0,10,6,0,0,1.0,15.0,0.0,2.0,223000.0,0.0,1
61147,GGPS ADIN KHEL,2024-25,Girls,Primary,MOHMAND,SAFI,SAFI,Govt,20.0,1987.0,1986.0,5.0,,,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,2,0,0,0,No,No,No,Yes,Yes,GGPS ADIN KHEL,Primary,SAFI,0,0,50,0,0,0,0,0,50,0,0,0,0,0,100,3,0,3,6,0,0,1.0,15.0,0.0,1.0,800000.0,0.0,1
61148,GGPS CHANDA SAHIBUL HAQ,2024-25,Girls,Primary,MOHMAND,HALIMZAI,HALIMZAI,Govt,20.0,1986.0,1985.0,10.0,10.0,10.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,3,3,0,0,No,No,No,No,No,GGPS CHANDA SAHIBUL HAQ,Primary,HALIMZAI,0,0,107,0,0,0,0,0,0,0,0,0,96,0,117,3,0,10,8,0,10,3.0,15.0,0.0,1.0,2000.0,0.0,1
61149,GPS SERAI,2024-25,Boys,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,46.0,2013.0,2008.0,10.0,36.0,36.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,4,0,0,0,No,No,No,No,No,GPS SERAI,Primary,PRANG GHAR,7,0,0,7,0,0,0,0,0,0,0,0,40,0,94,3,0,3,3,0,10,2.0,14.5,0.0,1.0,420375.0,0.0,1
61150,GPS NAVI KALAI LAMAN,2024-25,Boys,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,15.0,1965.0,1964.0,9.0,4.0,4.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,5,0,0,0,No,No,No,No,No,GPS NAVI KALAI LAMAN,Primary,PRANG GHAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,10,0,0,25,4.0,14.0,0.0,1.0,999.0,0.0,1
61151,GPS KIRRA NO.2,2024-25,Boys,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,24.0,1990.0,1994.0,4.0,20.0,20.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,No,No,No,GPS KIRRA NO.2,Primary,PRANG GHAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,3,1,4,3.0,14.0,0.0,1.0,0.0,0.0,1
61152,GPS KHADI KASS,2024-25,Boys,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,40.0,1991.0,1994.0,7.0,33.0,33.0,No,0.0,0.0,2.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,3,0,0,0,No,No,No,No,No,GPS KHADI KASS,Primary,PRANG GHAR,0,0,0,0,0,0,0,0,0,0,0,0,4,1,193,0,0,0,0,2,9,4.0,14.0,0.0,1.0,0.0,0.0,1
61153,GPS KIRRA NO.1,2024-25,Boys,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,40.0,1975.0,1985.0,8.0,32.0,32.0,No,1.0,0.0,1.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,3,0,0,0,No,No,No,No,No,GPS KIRRA NO.1,Primary,PRANG GHAR,0,0,0,0,0,0,0,0,0,0,0,0,5,0,161,5,0,3,4,0,6,4.0,13.5,0.0,,0.0,0.0,1
61154,GPS SRO SHAHEED,2024-25,Boys,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,40.0,1995.0,2008.0,4.0,36.0,36.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,No,No,No,GPS SRO SHAHEED,Primary,PRANG GHAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,6,0,2,2.0,13.5,0.0,1.0,1500.0,0.0,1
61155,GPS GAGIZAI NO.1,2024-25,Boys,Primary,MOHMAND,SAFI,SAFI,Govt,40.0,1974.0,1976.0,18.0,31.0,31.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,6,0,0,0,No,No,Yes,Yes,Yes,GPS GAGIZAI NO.1,Primary,SAFI,0,0,0,6,0,0,0,0,0,0,0,0,55,5,0,0,0,0,36,0,0,1.0,12.0,0.0,1.0,11928.0,0.0,1
61156,GPS AHMAD KORE,2024-25,Boys,Primary,MOHMAND,SAFI,SAFI,Govt,48.0,1981.0,1978.0,18.0,39.0,39.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,6,0,0,0,No,No,Yes,Yes,Yes,GPS AHMAD KORE,Primary,SAFI,0,0,95,0,0,0,0,0,0,0,0,0,0,0,187,0,0,3,36,0,0,3.0,13.0,0.0,1.0,159948.0,0.0,1
61157,GHS RAHAT KORE BARO KHEL,2024-25,Boys,High,MOHMAND,HALIMZAI,HALIMZAI,Govt,160.0,2013.0,2004.0,61.0,99.0,99.0,No,0.0,0.0,8.0,0.0,No,Available/Equipped/Functional,Yes,Not Available,No,0,0,Yes,No,Not Available,5,5,0,0,No,No,Yes,Yes,No,GHS RAHAT KORE BARO KHEL,High,HALIMZAI,32,0,0,0,0,0,22,0,0,0,0,0,115,0,41,0,0,0,33,0,6,7.0,15.857142857142858,0.0,8.0,285328.0,0.0,1
61158,GGPS AJAB KORE (GGPS PRANG GHAR),2024-25,Girls,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,20.0,1994.0,1993.0,10.0,10.0,10.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,3,0,0,0,No,No,Yes,No,No,GGPS AJAB KORE (GGPS PRANG GHAR),Primary,PRANG GHAR,25,0,74,0,0,0,0,0,0,0,0,0,29,1,168,0,0,0,9,0,0,4.0,14.0,0.0,2.0,0.0,0.0,1
61159,GGHS SAMAD KORE FIAZ MUHAMMAD,2024-25,Girls,High,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,280.0,2004.0,2005.0,100.0,180.0,180.0,No,0.0,0.0,0.0,0.0,Yes,Available/Equipped/NonFunctional,Yes,Not Available,No,0,0,Yes,Yes,Not Available,9,5,0,0,No,No,Yes,No,No,GGHS SAMAD KORE FIAZ MUHAMMAD,High,PRANG GHAR,35,0,40,0,0,0,35,0,40,0,0,0,80,0,0,0,0,0,41,0,0,12.0,15.5,0.0,5.0,0.0,0.0,1
61160,GGPS NAO KALAI,2024-25,Girls,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,30.0,1994.0,1994.0,10.0,20.0,20.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Available,No,0,0,Yes,No,Available/Functional,4,1,0,0,No,No,Yes,No,No,GGPS NAO KALAI,Primary,PRANG GHAR,0,0,0,0,0,0,0,0,0,0,0,0,50,0,94,0,0,0,8,1,5,5.0,13.8,0.0,2.0,0.0,0.0,1
61161,GGPS TOOR ZERAK (BUCHA),2024-25,Girls,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,40.0,1997.0,1996.0,10.0,30.0,30.0,No,0.0,0.0,3.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,3,0,0,0,No,No,Yes,No,No,GGPS TOOR ZERAK (BUCHA),Primary,PRANG GHAR,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,2.0,13.5,0.0,2.0,0.0,0.0,1
61162,GGPS SPINA KHAWRA (ISLAM DIN),2024-25,Girls,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,40.0,1990.0,1990.0,20.0,30.0,30.0,No,0.0,0.0,3.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,5,0,0,0,No,No,Yes,No,No,GGPS SPINA KHAWRA (ISLAM DIN),Primary,PRANG GHAR,24,0,20,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,10,3.0,14.0,0.0,2.0,2000.0,0.0,1
61163,GGPS SRO SHAHEED,2024-25,Girls,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,10.0,1994.0,1992.0,5.0,5.0,5.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,3,0,0,0,No,No,Yes,No,No,GGPS SRO SHAHEED,Primary,PRANG GHAR,0,0,62,0,0,0,0,0,62,0,0,0,0,0,0,4,0,0,6,0,0,3.0,14.0,0.0,2.0,2900.0,0.0,1
61164,GPS GAGIZAI NO.2,2024-25,Boys,Primary,MOHMAND,SAFI,SAFI,Govt,42.0,1990.0,1987.0,20.0,32.0,32.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,6,0,0,0,No,No,Yes,Yes,Yes,GPS GAGIZAI NO.2,Primary,SAFI,4,0,4,0,0,0,4,0,4,0,0,0,58,0,20,0,0,10,36,0,0,2.0,13.5,0.0,1.0,300000.0,0.0,1
61165,GPS SAID RAHMAN GURBAZ,2024-25,Boys,Primary,MOHMAND,SAFI,SAFI,Govt,13.0,1989.0,1990.0,5.0,8.0,8.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,2,0,0,0,No,No,Yes,No,No,GPS SAID RAHMAN GURBAZ,Primary,SAFI,0,0,105,0,0,0,0,0,0,0,0,0,30,0,180,4,0,4,8,0,0,2.0,15.0,0.0,1.0,0.0,0.0,1
61166,GGPS KHAN BAD SHAH SAPARAI,2024-25,Girls,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,20.0,1998.0,1996.0,5.0,15.0,15.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,2,0,0,0,No,No,Yes,No,No,GGPS KHAN BAD SHAH SAPARAI,Primary,PRANG GHAR,0,0,90,0,0,0,0,0,0,0,0,0,0,0,180,5,0,0,8,0,0,4.0,14.0,0.0,2.0,2600.0,0.0,1
61167,GGPS ASGHAR KALAI,2024-25,Girls,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,18.0,1994.0,1992.0,10.0,8.0,8.0,Yes,,,,,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,2,0,0,0,No,No,Yes,No,No,GGPS ASGHAR KALAI,Primary,PRANG GHAR,0,0,0,0,0,0,0,0,0,0,0,0,30,0,110,0,0,0,0,0,6,3.0,14.666666666666666,0.0,1.0,0.0,0.0,1
61168,GPS ASGHAR KALAI,2024-25,Boys,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,34.0,1990.0,1990.0,10.0,24.0,24.0,No,2.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,4,0,0,0,No,No,No,No,No,GPS ASGHAR KALAI,Primary,PRANG GHAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,10,1,0,9,4.0,14.5,0.0,1.0,0.0,0.0,1
61169,GPS SHEWA GARHI,2024-25,Boys,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,40.0,2000.0,2016.0,5.0,35.0,35.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,2,0,0,0,No,No,No,No,No,GPS SHEWA GARHI,Primary,PRANG GHAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,3,0,4,2.0,13.5,0.0,1.0,500.0,0.0,1
61170,GPS SRA SHAH,2024-25,Boys,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,42.0,1979.0,1979.0,20.0,22.0,22.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,7,1,0,0,No,No,No,No,No,GPS SRA SHAH,Primary,PRANG GHAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,14,0,16,4.0,14.25,0.0,1.0,1518.0,0.0,1
61171,GPS SPINA KHAWRA,2024-25,Boys,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,40.0,1989.0,1987.0,6.0,36.0,36.0,No,0.0,0.0,2.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,No,No,No,GPS SPINA KHAWRA,Primary,PRANG GHAR,0,0,0,0,0,0,0,0,0,0,0,0,5,1,194,2,1,0,0,0,8,3.0,14.0,0.0,1.0,0.0,0.0,1
61172,GPS YOUSAF BABA,2024-25,Boys,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,40.0,1987.0,2004.0,6.0,34.0,34.0,No,0.0,0.0,2.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,No,No,No,GPS YOUSAF BABA,Primary,PRANG GHAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,5,0,0,0,6,6,2.0,13.5,0.0,1.0,0.0,0.0,1
61173,GPS ZIARAT,2024-25,Boys,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,30.0,1982.0,1982.0,9.0,21.0,21.0,No,0.0,0.0,2.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,4,0,0,0,No,No,No,No,No,GPS ZIARAT,Primary,PRANG GHAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,3,4,12,2.0,13.5,0.0,1.0,0.0,0.0,1
61174,GPS BOCHA,2024-25,Boys,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,25.0,1983.0,1982.0,8.0,17.0,17.0,No,0.0,0.0,2.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,3,0,0,0,No,No,No,No,No,GPS BOCHA,Primary,PRANG GHAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,3,3,10,3.0,14.0,0.0,1.0,1500.0,0.0,1
61175,GPS SAPARAI MUNDA,2024-25,Boys,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,40.0,1984.0,1984.0,8.0,32.0,32.0,No,3.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,5,0,0,0,No,No,No,No,No,GPS SAPARAI MUNDA,Primary,PRANG GHAR,0,0,0,30,0,0,0,0,0,0,0,0,0,0,79,0,0,0,7,0,5,3.0,14.666666666666666,0.0,1.0,0.0,0.0,1
61176,IHC BAZ MUHAMMAD,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,5.0,2004.0,2004.0,0.0,,,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,1,0,0,0,No,No,Yes,No,No,IHC BAZ MUHAMMAD,Primary,EKKA GHUND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,15.0,0.0,,0.0,0.0,1
61177,GGPS ALI ZAMAN KORE,2024-25,Girls,Primary,MOHMAND,SAFI,SAFI,Govt,40.0,1994.0,1994.0,14.0,10.0,0.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,0,6,0,0,No,No,Yes,Yes,Yes,GGPS ALI ZAMAN KORE,Primary,SAFI,0,0,33,0,0,0,0,0,33,0,0,0,53,0,13,0,0,5,36,0,0,1.0,12.0,0.0,2.0,58000.0,58000.0,1
61178,GPS NAHAQI,2024-25,Boys,Primary,MOHMAND,HALIMZAI,HALIMZAI,Govt,77.0,1974.0,1974.0,18.0,68.0,68.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,Yes,Available/Functional,6,1,0,0,No,No,Yes,Yes,Yes,GPS NAHAQI,Primary,HALIMZAI,80,20,0,0,0,0,80,20,0,0,0,0,0,0,148,0,0,0,25,0,0,5.0,13.6,0.0,1.0,2255.0,0.0,0
61179,GGMS HAMEED KHAN,2024-25,Girls,Middle,MOHMAND,HALIMZAI,HALIMZAI,Govt,40.0,1982.0,1981.0,30.0,10.0,10.0,No,0.0,0.0,5.0,1.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,5,6,0,0,No,No,No,No,No,GGMS HAMEED KHAN,Middle,HALIMZAI,6,0,0,0,0,0,6,0,0,0,0,0,21,0,20,0,0,0,0,1,10,3.0,15.333333333333334,0.0,2.0,0.0,0.0,1
61180,GGPS SHANI KHEL,2024-25,Girls,Primary,MOHMAND,HALIMZAI,HALIMZAI,Govt,20.0,1997.0,1994.0,10.0,10.0,0.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,6,0,0,0,No,No,No,Yes,No,GGPS SHANI KHEL,Primary,HALIMZAI,0,0,45,0,0,0,0,0,45,0,0,0,50,0,35,0,0,5,12,0,6,2.0,13.5,0.0,2.0,22000.0,0.0,1
61181,GGMS DAWAT KORE,2024-25,Girls,Middle,MOHMAND,HALIMZAI,HALIMZAI,Govt,40.0,1995.0,1988.0,20.0,20.0,20.0,No,0.0,0.0,0.0,2.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,3,5,0,0,No,No,No,No,No,GGMS DAWAT KORE,Middle,HALIMZAI,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,10,0,5,7.0,15.142857142857142,0.0,2.0,0.0,0.0,1
61182,GGPS SHEWA FARSH,2024-25,Girls,Primary,MOHMAND,SAFI,SAFI,Adjusted,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,0,,,,,,GGPS SHEWA FARSH,Primary,SAFI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,1
61183,GGPS KATAR WALI BAIG,2024-25,Girls,Primary,MOHMAND,HALIMZAI,HALIMZAI,Govt,8.0,1994.0,1990.0,6.0,5.0,0.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,2,0,0,0,No,No,No,Yes,Yes,GGPS KATAR WALI BAIG,Primary,HALIMZAI,0,0,70,0,0,0,0,0,70,0,0,0,0,0,70,0,0,10,10,0,0,3.0,14.0,0.0,1.0,0.0,0.0,1
61184,GGPS BHAI KORE,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,54.0,2020.0,2009.0,10.0,44.0,44.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,2,0,0,0,No,No,Yes,No,No,GGPS BHAI KORE,Primary,EKKA GHUND,20,0,11,0,0,0,20,0,0,0,0,0,0,0,21,0,0,0,9,0,0,2.0,13.5,0.0,1.0,0.0,0.0,1
61185,GGPS YOUSAF KHEL,2024-25,Girls,Primary,MOHMAND,HALIMZAI,HALIMZAI,Govt,20.0,1991.0,1990.0,10.0,10.0,10.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,5,0,0,0,No,No,No,Yes,Yes,GGPS YOUSAF KHEL,Primary,HALIMZAI,0,0,80,0,0,0,0,0,80,0,0,0,10,0,20,3,0,5,15,0,6,3.0,14.0,0.0,2.0,120000.0,0.0,1
61186,GPS TURANGZAI BABA JEE GHAZIABAD,2024-25,Boys,Primary,MOHMAND,SAFI,SAFI,Govt,48.0,1988.0,1989.0,5.0,43.0,43.0,Yes,,,,,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,2,0,0,0,No,No,No,No,No,GPS TURANGZAI BABA JEE GHAZIABAD,Primary,SAFI,0,0,30,0,0,20,0,0,30,30,0,20,0,0,0,15,0,0,2,0,4,2.0,14.0,0.0,1.0,92153.0,0.0,1
61187,GPS HASAN KHEL HASHAM KORE,2024-25,Boys,Primary,MOHMAND,SAFI,SAFI,Govt,40.0,1981.0,1987.0,22.0,29.0,29.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,6,0,0,0,No,No,Yes,Yes,Yes,GPS HASAN KHEL HASHAM KORE,Primary,SAFI,0,0,30,0,0,20,0,0,30,0,0,0,0,0,0,2,0,10,36,0,0,2.0,15.0,0.0,1.0,685058.0,0.0,1
61188,GPS KADI NO.4,2024-25,Boys,Primary,MOHMAND,HALIMZAI,HALIMZAI,Govt,40.0,1987.0,1986.0,20.0,30.0,30.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,6,0,0,0,No,No,Yes,Yes,Yes,GPS KADI NO.4,Primary,HALIMZAI,0,0,0,0,0,0,0,0,0,0,0,0,40,0,75,5,0,10,36,0,0,3.0,14.333333333333334,0.0,1.0,0.0,0.0,1
61189,GPS SANDU KHEL NO.2,2024-25,Boys,Primary,MOHMAND,SAFI,SAFI,Govt,40.0,2002.0,2000.0,17.0,31.0,31.0,No,0.0,0.0,0.0,0.0,Yes,Not Available,Yes,Not Available,No,0,0,No,No,Not Available,6,2,0,0,No,No,Yes,Yes,Yes,GPS SANDU KHEL NO.2,Primary,SAFI,0,0,60,0,0,0,0,0,60,0,0,0,30,0,0,0,0,0,32,0,6,1.0,12.0,0.0,1.0,30632.0,0.0,1
61190,GPS KARKANA,2024-25,Boys,Primary,MOHMAND,PRANG GHAR,PRANG GHAR,Govt,40.0,1998.0,2006.0,5.0,35.0,35.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,No,No,No,GPS KARKANA,Primary,PRANG GHAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,10,0,0,0,0,8,1.0,14.0,0.0,1.0,1118.0,0.0,1
61191,GGPS SARA KHWA,2024-25,Girls,Primary,MOHMAND,KHWEZAI,KHWEZAI,Govt,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,0,,,,,,GGPS SARA KHWA,Primary,KHWEZAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,1
61192,GGHS ELAM KORE,2024-25,Girls,High,MOHMAND,PANDIALI,PANDIALI,Govt,80.0,2018.0,2016.0,40.0,40.0,40.0,No,0.0,0.0,7.0,1.0,Yes,Not Available,No,Not Available,No,0,0,No,No,Not Available,7,10,0,0,No,No,No,No,No,GGHS ELAM KORE,High,PANDIALI,15,0,0,0,0,0,15,0,0,0,0,0,0,0,100,0,0,10,1,0,15,10.0,15.4,0.0,3.0,0.0,0.0,1
61193,GGPS MATEEN KORE,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,20.0,1980.0,1976.0,5.0,15.0,15.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/Functional,2,0,0,0,No,No,Yes,Yes,Yes,GGPS MATEEN KORE,Primary,EKKA GHUND,0,10,53,0,0,0,0,10,53,0,0,0,0,0,0,0,0,0,6,0,0,2.0,13.5,0.0,2.0,0.0,0.0,1
61194,IHC SUBHAN KHWAR,2024-25,Girls,Primary,MOHMAND,EKKA GHUND,EKKA GHUND,Govt,20.0,1982.0,1957.0,5.0,15.0,15.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Not Available,1,1,0,0,No,No,No,No,No,IHC SUBHAN KHWAR,Primary,EKKA GHUND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,15.5,0.0,,0.0,0.0,1
61195,GPS KUZ KADI NO.5,2024-25,Boys,Primary,MOHMAND,HALIMZAI,HALIMZAI,Govt,24.0,1989.0,1987.0,4.0,20.0,20.0,No,0.0,0.0,0.0,0.0,No,Not Available,No,Not Available,No,0,0,No,No,Available/NonFunctional,2,0,0,0,No,No,No,No,No,GPS KUZ KADI NO.5,Primary,HALIMZAI,0,0,57,0,0,0,0,0,0,0,0,0,0,0,113,10,6,0,8,0,2,3.0,15.0,0.0,1.0,17232.0,0.0,1
61196,GGPS SHAHEED BANDA MALIK  TAJMIR,2024-25,Girls,Primary,MOHMAND,PANDIALI,PANDIALI,Govt,40.0,2005.0,2005.0,20.0,20.0,20.0,No,0.0,0.0,2.0,0.0,No,Not Available,No,Not Available,No,0,0,No,Yes,Available/Functional,2,2,0,0,No,No,No,No,No,GGPS SHAHEED BANDA MALIK  TAJMIR,Primary,PANDIALI,0,0,66,0,0,0,0,0,0,25,0,0,0,0,106,0,0,10,6,0,6,2.0,13.5,0.0,2.0,0.0,0.0,1
